first_name,white,black,api,hispanic,native,multiple
ALEKSANDER,1.4593736645562036e-05,0.0,0.0,0.0,0.0,0.00024202116969022564
ALEKSANDR,8.300129855458698e-05,0.0,1.197967274584073e-05,5.464568337580181e-06,0.0,0.0
ALEKSANDRA,2.1434483715407632e-05,0.0,0.0,0.0,0.0,0.0
ALEKSEY,2.3258594763816417e-05,0.0,1.1981889151529134e-05,0.0,0.0,0.0
ALEN,1.2769538947112695e-05,0.0,1.1981290122964702e-05,5.460254994934741e-06,0.0,0.0
ALENA,2.2802669613604355e-05,4.46498794310649e-05,1.1979612842984283e-05,5.459490605098839e-06,0.0,0.0
ALENE,1.2313458738933324e-05,1.7860380395838057e-05,5.990645061482351e-06,0.0,0.0,0.00024205989695010212
ALESHA,1.3225605473706716e-05,5.3578998070453684e-05,0.0,5.460364193482725e-06,0.0,0.0
ALESIA,1.3681475897577386e-05,0.00014287420280882995,0.0,1.6378581013844507e-05,0.0,0.0
ALESSANDRA,1.413756522681366e-05,0.0,0.0,1.6380655786256233e-05,0.0,0.0
ALESSANDRO,1.8698075434786587e-05,8.930011604830653e-06,1.1981050511538927e-05,1.0920291592773509e-05,0.0,0.0
ALETA,2.006634342249541e-05,3.571745681954121e-05,0.0,5.460418792756718e-06,0.0,0.0
ALEX,0.00040269751703346805,0.00038392656268208055,0.0010662524545162486,0.0014195616864740622,0.0006781966811033254,0.0009689850875530295
ALEXA,3.374798349909701e-05,1.785859446495432e-05,0.0,1.0919418004389621e-05,0.0,0.0
ALEXANDER,0.0008354895280588557,0.0005535915146777559,0.0008925439948987385,0.0010646566868493903,0.0006801143860157705,0.0014521488022250343
ALEXANDR,8.208951210156113e-06,0.0,0.0,0.0,0.0,0.0
ALEXANDRA,0.0001965590680725589,5.355649534131868e-05,5.989902266062452e-05,0.00029482821726624733,0.0002254082551504353,0.0004843037483846172
ALEXANDRE,3.055554061558109e-05,1.785930883730782e-05,1.7970856933031068e-05,4.3679419194326264e-05,0.0,0.0
ALEXANDRIA,3.5572286089700694e-05,1.7860023209661306e-05,2.3962101023077855e-05,3.822102057470728e-05,0.00022588711668334268,0.0
ALEXANDRU,1.3225477778910114e-05,0.0,0.0,1.0920509989869481e-05,0.0,0.0
ALEXEI,1.368158535026019e-05,0.0,0.0,0.0,0.0,0.0
ALEXEY,9.577109745182133e-06,0.0,0.0,0.0,0.0,0.0
ALEXIA,1.504972564317241e-05,3.571754611608539e-05,5.991244090046783e-06,0.0,0.0,0.0
ALEXIS,0.00016007482222975123,0.00020536204920314208,7.787083803935869e-05,0.000349428146450443,0.0,0.00024178396522348257
ALF,6.840792675130095e-06,0.0,0.0,0.0,0.0,0.0
ALFONSO,2.8732341672862314e-05,0.00016966736300236843,0.00013177717894138178,0.0020583987446513123,0.0,0.00024149835168189388
ALFRED,0.0004277797257480921,0.001000103256987312,0.0003474541189088719,0.000687955329451106,0.00022632306138075365,0.0004850444072297538
ALFREDA,3.6483999574271336e-06,0.0002232426999145105,5.989986130061472e-06,5.459654402920818e-06,0.0,0.0
ALFREDO,3.3746437479952416e-05,4.4660416423278905e-05,0.0003234646422803994,0.0030247823074394157,0.0,0.0
ALI,0.0001705645940494216,0.00019644525348685106,0.0005990207770630312,5.461259621576209e-05,0.0011296659790599045,0.0007265621225415859
ALIA,1.0033116984906305e-05,8.928761453212043e-06,2.995202725028289e-05,1.0920400791321496e-05,0.0,0.0
ALICE,0.0007027756327496273,0.0010804449651297366,0.0009404372271681127,0.0005132126462063123,0.0009034761857472716,0.0014522141544760757
ALICIA,0.0005226391735627412,0.0009108735066158245,0.0002815282099586168,0.0022877437048490832,0.00045040992975406245,0.0007281329970203232
ALICJA,1.4137638195268862e-05,0.0,0.0,0.0,0.0,0.0
ALIDA,1.1401257277818524e-05,8.929118639388788e-06,0.0,4.367865480449036e-05,0.0,0.0
ALINA,4.5605471482533755e-05,2.679164215228732e-05,2.9954423364540617e-05,0.0001583387681678166,0.0,0.0
ALINE,2.1434356020611024e-05,5.3578819477365314e-05,2.396270005164229e-05,5.459490605098839e-06,0.0,0.0
ALIREZA,3.1011698352744114e-05,0.0,2.3959165783112124e-05,5.460473392030712e-06,0.0,0.0
ALISA,0.00013362288159778578,0.00022322778739163136,7.787059842793291e-05,3.8219382596487486e-05,0.0,0.0
ALISHA,8.254602555994327e-05,0.00019645927304428833,5.984115650130015e-06,3.8215014654568065e-05,0.00022564542713607338,0.00024179606749219392
ALISON,0.0006161295917814303,0.0001607381550664355,0.00013178053350134262,6.005658062704696e-05,0.0,0.0002411086586293874
ALISSA,9.759560070567684e-05,3.5724332653443574e-05,1.198248818009357e-05,1.6376287844336803e-05,0.00022566123860178264,0.0
ALISTAIR,1.18573739702255e-05,0.0,0.0,0.0,0.0,0.0
ALIX,1.2769534386584245e-05,4.46498794310649e-05,5.9909445757645685e-06,1.0919035809471672e-05,0.0,0.0002420719992188135
ALIZA,1.2313399452063471e-05,2.6789231145594287e-05,0.0,1.0920564589143473e-05,0.00022585549375192426,0.0
ALKA,2.7363717963934387e-06,0.0,0.00017371924213167007,0.0,0.00022589615180660505,0.0
ALLA,5.700640496283233e-05,0.0,0.0,5.4623297673464715e-06,0.0,0.0
ALLAN,0.0004478438481932324,0.00018754337029343914,0.0004971722033550632,0.00012554873737718385,0.00022626207429873242,0.0007273705540915063
ALLEN,0.0007739196713472,0.0007679659961960128,0.0005930584061497903,0.000109195927220664,0.00022457702381029423,0.0021797444585145726
ALLENE,1.0033199074418409e-05,6.25085631925634e-05,1.1981290122964702e-05,0.0,0.0,0.0
ALLISON,0.0007716440223769481,0.0003036759370147263,0.0002037151182728696,6.0052649479319454e-05,0.0,0.0007256665546569437
ALLYN,2.3714729698337192e-05,1.786046969238224e-05,0.0,1.637929080440641e-05,0.0,0.0
