first_name,male,female
COLLEN,0.0,1.0
COLLENE,0.0,1.0
COLLETTE,0.0,1.0
COLLIN,1.0,0.0
COLTON,1.0,0.0
COLUMBUS,1.0,0.0
CONCEPCION,0.0,1.0
CONCEPTION,0.0,1.0
CONCETTA,0.0,1.0
CONCHA,0.0,1.0
CONCHITA,0.0,1.0
CONNIE,0.024390243902439025,0.975609756097561
CONRAD,1.0,0.0
CONSTANCE,0.0,1.0
CONSUELA,0.0,1.0
CONSUELO,0.0,1.0
CONTESSA,0.0,1.0
CORA,0.0,1.0
CORAL,0.0,1.0
CORALEE,0.0,1.0
CORALIE,0.0,1.0
CORAZON,0.0,1.0
CORDELIA,0.0,1.0
CORDELL,1.0,0.0
CORDIA,0.0,1.0
CORDIE,0.0,1.0
COREEN,0.0,1.0
CORENE,0.0,1.0
CORETTA,0.0,1.0
COREY,0.9514563106796118,0.048543689320388356
CORI,0.0,1.0
CORIE,0.0,1.0
CORINA,0.0,1.0
CORINE,0.0,1.0
CORINNA,0.0,1.0
CORINNE,0.0,1.0
CORLISS,0.0,1.0
CORNELIA,0.0,1.0
CORNELIUS,1.0,0.0
CORNELL,1.0,0.0
CORRIE,0.0,1.0
CORRIN,0.0,1.0
CORRINA,0.0,1.0
CORRINE,0.0,1.0
CORRINNE,0.0,1.0
CORTEZ,1.0,0.0
CORTNEY,0.0,1.0
CORY,0.9444444444444444,0.05555555555555556
COURTNEY,0.18095238095238095,0.819047619047619
COY,1.0,0.0
CRAIG,1.0,0.0
CREOLA,0.0,1.0
CRIS,0.0,1.0
CRISELDA,0.0,1.0
CRISSY,0.0,1.0
CRISTA,0.0,1.0
CRISTAL,0.0,1.0
CRISTEN,0.0,1.0
CRISTI,0.0,1.0
CRISTIE,0.0,1.0
CRISTIN,0.0,1.0
CRISTINA,0.0,1.0
CRISTINE,0.0,1.0
CRISTOBAL,1.0,0.0
CRISTOPHER,1.0,0.0
CRISTY,0.0,1.0
CRUZ,0.6,0.39999999999999997
CRYSTA,0.0,1.0
CRYSTAL,0.0,1.0
CRYSTLE,0.0,1.0
CUC,0.0,1.0
CURT,1.0,0.0
CURTIS,0.994475138121547,0.005524861878453039
CYNDI,0.0,1.0
CYNDY,0.0,1.0
CYNTHIA,0.0,1.0
CYRIL,1.0,0.0
CYRSTAL,0.0,1.0
CYRUS,1.0,0.0
CYTHIA,0.0,1.0
DACIA,0.0,1.0
DAGMAR,0.0,1.0
DAGNY,0.0,1.0
DAHLIA,0.0,1.0
DAINA,0.0,1.0
DAINE,0.0,1.0
DAISEY,0.0,1.0
DAISY,0.0,1.0
DAKOTA,0.0,1.0
DALE,0.92,0.08
DALENE,0.0,1.0
DALIA,0.0,1.0
DALILA,0.0,1.0
DALLAS,0.923076923076923,0.07692307692307691
DALTON,1.0,0.0
DAMARIS,0.0,1.0
DAMIAN,1.0,0.0
DAMIEN,1.0,0.0
DAMION,1.0,0.0
DAMON,1.0,0.0
DAN,0.9901960784313725,0.009803921568627453
DANA,0.25609756097560976,0.7439024390243902
DANAE,0.0,1.0
DANE,1.0,0.0
DANELLE,0.0,1.0
DANETTE,0.0,1.0
DANI,0.0,1.0
DANIA,0.0,1.0
DANIAL,1.0,0.0
DANICA,0.0,1.0
DANIEL,0.9948927477017365,0.005107252298263534
DANIELA,0.0,1.0
DANIELE,0.0,1.0
DANIELL,0.0,1.0
DANIELLA,0.0,1.0
DANIELLE,0.0,1.0
DANIKA,0.0,1.0
DANILLE,0.0,1.0
DANILO,1.0,0.0
DANITA,0.0,1.0
DANN,0.0,1.0
DANNA,0.0,1.0
DANNETTE,0.0,1.0
DANNIE,0.8333333333333334,0.16666666666666669
DANNIELLE,0.0,1.0
DANNY,1.0,0.0
DANTE,1.0,0.0
DANUTA,0.0,1.0
DANYEL,0.0,1.0
DANYELL,0.0,1.0
DANYELLE,0.0,1.0
DAPHINE,0.0,1.0
DAPHNE,0.0,1.0
DARA,0.0,1.0
DARBY,0.0,1.0
DARCEL,0.0,1.0
DARCEY,0.0,1.0
DARCI,0.0,1.0
DARCIE,0.0,1.0
DARCY,0.0,1.0
DARELL,1.0,0.0
DAREN,1.0,0.0
DARIA,0.0,1.0
DARIN,1.0,0.0
DARIO,1.0,0.0
DARIUS,1.0,0.0
DARLA,0.0,1.0
DARLEEN,0.0,1.0
DARLENA,0.0,1.0
DARLENE,0.0,1.0
DARLINE,0.0,1.0
DARNELL,0.9090909090909091,0.09090909090909091
DARON,1.0,0.0
DARREL,1.0,0.0
DARRELL,1.0,0.0
DARREN,1.0,0.0
DARRICK,1.0,0.0
DARRIN,1.0,0.0
DARRON,1.0,0.0
DARRYL,1.0,0.0
DARWIN,1.0,0.0
DARYL,0.9615384615384615,0.03846153846153846
DAVE,1.0,0.0
DAVID,0.9974672857745884,0.0025327142254115663
DAVIDA,0.0,1.0
DAVINA,0.0,1.0
DAVIS,1.0,0.0
DAWN,0.0,1.0
DAWNA,0.0,1.0
DAWNE,0.0,1.0
DAYLE,0.0,1.0
DAYNA,0.0,1.0
DAYSI,0.0,1.0
DEADRA,0.0,1.0
DEAN,0.9719626168224298,0.02803738317757009
DEANA,0.0,1.0
DEANDRA,0.0,1.0
DEANDRE,1.0,0.0
DEANDREA,0.0,1.0
DEANE,0.0,1.0
DEANGELO,1.0,0.0
DEANN,0.0,1.0
DEANNA,0.0,1.0
DEANNE,0.0,1.0
DEB,0.0,1.0
DEBBI,0.0,1.0
DEBBIE,0.0,1.0
DEBBRA,0.0,1.0
DEBBY,0.0,1.0
DEBERA,0.0,1.0
DEBI,0.0,1.0
DEBORA,0.0,1.0
DEBORAH,0.0,1.0
DEBRA,0.0,1.0
DEBRAH,0.0,1.0
DEBROAH,0.0,1.0
DEDE,0.0,1.0
DEDRA,0.0,1.0
DEE,0.2380952380952381,0.761904761904762
DEEANN,0.0,1.0
DEEANNA,0.0,1.0
DEEDEE,0.0,1.0
DEEDRA,0.0,1.0
DEENA,0.0,1.0
DEETTA,0.0,1.0
DEIDRA,0.0,1.0
DEIDRE,0.0,1.0
DEIRDRE,0.0,1.0
DEJA,0.0,1.0
DEL,1.0,0.0
DELAINE,0.0,1.0
DELANA,0.0,1.0
DELBERT,1.0,0.0
DELCIE,0.0,1.0
DELENA,0.0,1.0
DELFINA,0.0,1.0
DELIA,0.0,1.0
DELICIA,0.0,1.0
DELILA,0.0,1.0
DELILAH,0.0,1.0
DELINDA,0.0,1.0
DELISA,0.0,1.0
DELL,0.0,1.0
DELLA,0.0,1.0
DELMA,0.0,1.0
DELMAR,1.0,0.0
DELMER,1.0,0.0
DELMY,0.0,1.0
DELOIS,0.0,1.0
DELOISE,0.0,1.0
DELORA,0.0,1.0
DELORAS,0.0,1.0
DELORES,0.0,1.0
DELORIS,0.0,1.0
DELORSE,0.0,1.0
DELPHA,0.0,1.0
DELPHIA,0.0,1.0
DELPHINE,0.0,1.0
DELSIE,0.0,1.0
DELTA,0.0,1.0
DEMARCUS,1.0,0.0
DEMETRA,0.0,1.0
DEMETRIA,0.0,1.0
DEMETRICE,0.0,1.0
DEMETRIUS,0.9444444444444444,0.05555555555555556
DENA,0.0,1.0
DENAE,0.0,1.0
DENEEN,0.0,1.0
DENESE,0.0,1.0
DENICE,0.0,1.0
DENIS,1.0,0.0
DENISE,0.0,1.0
DENISHA,0.0,1.0
DENISSE,0.0,1.0
DENITA,0.0,1.0
DENNA,0.0,1.0
DENNIS,0.9952038369304557,0.004796163069544365
DENNISE,0.0,1.0
DENNY,0.9090909090909091,0.09090909090909091
DENVER,1.0,0.0
DENYSE,0.0,1.0
DEON,0.8571428571428571,0.14285714285714285
DEONNA,0.0,1.0
DEREK,1.0,0.0
DERICK,1.0,0.0
DERRICK,1.0,0.0
DESHAWN,1.0,0.0
DESIRAE,0.0,1.0
DESIRE,0.0,1.0
DESIREE,0.0,1.0
DESMOND,1.0,0.0
DESPINA,0.0,1.0
DESSIE,0.0,1.0
DESTINY,0.0,1.0
DETRA,0.0,1.0
DEVIN,0.875,0.12500000000000003
DEVON,0.6666666666666666,0.3333333333333333
DEVONA,0.0,1.0
DEVORA,0.0,1.0
DEVORAH,0.0,1.0
DEWAYNE,1.0,0.0
DEWEY,1.0,0.0
DEWITT,1.0,0.0
DEXTER,1.0,0.0
DIA,0.0,1.0
DIAMOND,0.0,1.0
DIAN,0.0,1.0
DIANA,0.0,1.0
DIANE,0.0,1.0
DIANN,0.0,1.0
DIANNA,0.0,1.0
DIANNE,0.0,1.0
DICK,1.0,0.0
DIEDRA,0.0,1.0
DIEDRE,0.0,1.0
DIEGO,1.0,0.0
DIERDRE,0.0,1.0
DIGNA,0.0,1.0
DILLON,1.0,0.0
DIMPLE,0.0,1.0
DINA,0.0,1.0
DINAH,0.0,1.0
DINO,1.0,0.0
DINORAH,0.0,1.0
DION,0.9090909090909091,0.09090909090909091
DIONE,0.0,1.0
DIONNA,0.0,1.0
DIONNE,0.0,1.0
DIRK,1.0,0.0
DIVINA,0.0,1.0
DIXIE,0.0,1.0
DODIE,0.0,1.0
DOLLIE,0.0,1.0
DOLLY,0.0,1.0
DOLORES,0.0,1.0
DOLORIS,0.0,1.0
DOMENIC,1.0,0.0
DOMENICA,0.0,1.0
DOMINGA,0.0,1.0
DOMINGO,1.0,0.0
DOMINIC,1.0,0.0
DOMINICA,0.0,1.0
DOMINICK,1.0,0.0
DOMINIQUE,0.3333333333333333,0.6666666666666666
DOMINQUE,0.0,1.0
DOMITILA,0.0,1.0
DOMONIQUE,0.0,1.0
DON,1.0,0.0
DONA,0.0,1.0
DONALD,0.9978563772775992,0.0021436227224008583
DONELLA,0.0,1.0
DONETTA,0.0,1.0
DONETTE,0.0,1.0
DONG,0.8,0.2
DONITA,0.0,1.0
DONN,1.0,0.0
DONNA,0.0,1.0
DONNELL,1.0,0.0
DONNETTA,0.0,1.0
DONNETTE,0.0,1.0
DONNIE,0.8913043478260869,0.10869565217391305
DONNY,1.0,0.0
DONOVAN,1.0,0.0
DONTE,1.0,0.0
DONYA,0.0,1.0
DORA,0.0,1.0
DORATHY,0.0,1.0
DORCAS,0.0,1.0
DOREATHA,0.0,1.0
DOREEN,0.0,1.0
DORENE,0.0,1.0
DORETHA,0.0,1.0
DORETHEA,0.0,1.0
DORETTA,0.0,1.0
DORI,0.0,1.0
DORIA,0.0,1.0
DORIAN,0.75,0.25
DORIE,0.0,1.0
DORINDA,0.0,1.0
DORINE,0.0,1.0
DORIS,0.0,1.0
DORLA,0.0,1.0
DOROTHA,0.0,1.0
DOROTHEA,0.0,1.0
DOROTHY,0.0,1.0
DORRIS,0.0,1.0
DORSEY,1.0,0.0
DORTHA,0.0,1.0
DORTHEA,0.0,1.0
DORTHEY,0.0,1.0
DORTHY,0.0,1.0
DOT,0.0,1.0
DOTTIE,0.0,1.0
DOTTY,0.0,1.0
DOUG,1.0,0.0
DOUGLAS,1.0,0.0
DOUGLASS,1.0,0.0
DOVIE,0.0,1.0
DOYLE,1.0,0.0
DREAMA,0.0,1.0
DREMA,0.0,1.0
DREW,0.96,0.04
DRUCILLA,0.0,1.0
DRUSILLA,0.0,1.0
DUANE,1.0,0.0
DUDLEY,1.0,0.0
DULCE,0.0,1.0
DULCIE,0.0,1.0
DUNCAN,1.0,0.0
DUNG,0.0,1.0
DUSTI,0.0,1.0
DUSTIN,1.0,0.0
DUSTY,0.7,0.30000000000000004
DWAIN,1.0,0.0
DWANA,0.0,1.0
DWAYNE,1.0,0.0
DWIGHT,1.0,0.0
DYAN,0.0,1.0
DYLAN,1.0,0.0
EARL,1.0,0.0
EARLE,1.0,0.0
EARLEAN,0.0,1.0
EARLEEN,0.0,1.0
EARLENE,0.0,1.0
EARLIE,0.0,1.0
EARLINE,0.0,1.0
EARNEST,1.0,0.0
EARNESTINE,0.0,1.0
EARTHA,0.0,1.0
EASTER,0.0,1.0
EBONI,0.0,1.0
EBONIE,0.0,1.0
EBONY,0.0,1.0
ECHO,0.0,1.0
ED,1.0,0.0
EDA,0.0,1.0
EDDA,0.0,1.0
EDDIE,0.9290322580645161,0.07096774193548387
EDDY,1.0,0.0
EDELMIRA,0.0,1.0
EDEN,0.0,1.0
EDGAR,1.0,0.0
EDGARDO,1.0,0.0
EDIE,0.0,1.0
EDISON,1.0,0.0
EDITH,0.0,1.0
EDMOND,1.0,0.0
EDMUND,1.0,0.0
EDMUNDO,1.0,0.0
EDNA,0.0,1.0
EDRA,0.0,1.0
EDRIS,0.0,1.0
EDUARDO,1.0,0.0
EDWARD,0.997439180537772,0.0025608194622279133
EDWARDO,1.0,0.0
EDWIN,1.0,0.0
EDWINA,0.0,1.0
EDYTH,0.0,1.0
EDYTHE,0.0,1.0
EFFIE,0.0,1.0
EFRAIN,1.0,0.0
EFREN,1.0,0.0
EHTEL,0.0,1.0
EILEEN,0.0,1.0
EILENE,0.0,1.0
ELA,0.0,1.0
ELADIA,0.0,1.0
ELAINA,0.0,1.0
ELAINE,0.0,1.0
ELANA,0.0,1.0
ELANE,0.0,1.0
ELANOR,0.0,1.0
ELAYNE,0.0,1.0
ELBA,0.0,1.0
ELBERT,1.0,0.0
ELDA,0.0,1.0
ELDEN,1.0,0.0
ELDON,1.0,0.0
ELDORA,0.0,1.0
ELDRIDGE,1.0,0.0
ELEANOR,0.0,1.0
ELEANORA,0.0,1.0
ELEANORE,0.0,1.0
ELEASE,0.0,1.0
ELENA,0.0,1.0
ELENE,0.0,1.0
ELENI,0.0,1.0
ELENOR,0.0,1.0
ELENORA,0.0,1.0
ELENORE,0.0,1.0
ELEONOR,0.0,1.0
ELEONORA,0.0,1.0
ELEONORE,0.0,1.0
ELFREDA,0.0,1.0
ELFRIEDA,0.0,1.0
ELFRIEDE,0.0,1.0
ELI,1.0,0.0
ELIA,0.0,1.0
ELIANA,0.0,1.0
ELIAS,1.0,0.0
ELICIA,0.0,1.0
ELIDA,0.0,1.0
ELIDIA,0.0,1.0
ELIJAH,1.0,0.0
ELIN,0.0,1.0
ELINA,0.0,1.0
ELINOR,0.0,1.0
ELINORE,0.0,1.0
ELISA,0.0,1.0
ELISABETH,0.0,1.0
ELISE,0.0,1.0
ELISEO,1.0,0.0
ELISHA,0.3333333333333333,0.6666666666666666
ELISSA,0.0,1.0
ELIZ,0.0,1.0
ELIZA,0.0,1.0
ELIZABET,0.0,1.0
ELIZABETH,0.0,1.0
ELIZBETH,0.0,1.0
ELIZEBETH,0.0,1.0
ELKE,0.0,1.0
ELLA,0.0,1.0
ELLAMAE,0.0,1.0
ELLAN,0.0,1.0
ELLEN,0.0,1.0
ELLENA,0.0,1.0
ELLI,0.0,1.0
ELLIE,0.0,1.0
ELLIOT,1.0,0.0
ELLIOTT,1.0,0.0
ELLIS,0.96,0.04
ELLSWORTH,1.0,0.0
ELLY,0.0,1.0
ELLYN,0.0,1.0
ELMA,0.0,1.0
ELMER,0.9866666666666666,0.013333333333333332
ELMIRA,0.0,1.0
ELMO,1.0,0.0
ELNA,0.0,1.0
ELNORA,0.0,1.0
ELODIA,0.0,1.0
ELOIS,0.0,1.0
ELOISA,0.0,1.0
ELOISE,0.0,1.0
ELOUISE,0.0,1.0
ELOY,1.0,0.0
ELROY,1.0,0.0
ELSA,0.0,1.0
ELSE,0.0,1.0
ELSIE,0.0,1.0
ELSY,0.0,1.0
ELTON,1.0,0.0
ELVA,0.0,1.0
ELVERA,0.0,1.0
ELVIA,0.0,1.0
ELVIE,0.0,1.0
ELVIN,1.0,0.0
ELVINA,0.0,1.0
ELVIRA,0.0,1.0
ELVIS,1.0,0.0
ELWANDA,0.0,1.0
ELWOOD,1.0,0.0
ELYSE,0.0,1.0
ELZA,0.0,1.0
EMA,0.0,1.0
EMANUEL,1.0,0.0
EMELDA,0.0,1.0
EMELIA,0.0,1.0
EMELINA,0.0,1.0
EMELINE,0.0,1.0
EMELY,0.0,1.0
EMERALD,0.0,1.0
EMERITA,0.0,1.0
EMERSON,1.0,0.0
EMERY,1.0,0.0
EMIKO,0.0,1.0
EMIL,1.0,0.0
EMILE,1.0,0.0
EMILEE,0.0,1.0
EMILIA,0.0,1.0
EMILIE,0.0,1.0
EMILIO,1.0,0.0
EMILY,0.0,1.0
EMMA,0.0,1.0
EMMALINE,0.0,1.0
EMMANUEL,1.0,0.0
EMMETT,1.0,0.0
EMMIE,0.0,1.0
EMMITT,1.0,0.0
EMMY,0.0,1.0
EMOGENE,0.0,1.0
EMORY,1.0,0.0
ENA,0.0,1.0
ENDA,0.0,1.0
ENEDINA,0.0,1.0
ENEIDA,0.0,1.0
ENID,0.0,1.0
ENOCH,1.0,0.0
ENOLA,0.0,1.0
ENRIQUE,1.0,0.0
ENRIQUETA,0.0,1.0
EPIFANIA,0.0,1.0
ERA,0.0,1.0
ERASMO,1.0,0.0
ERIC,0.9963369963369964,0.003663003663003663
ERICA,0.0,1.0
ERICH,1.0,0.0
ERICK,1.0,0.0
ERICKA,0.0,1.0
ERIK,1.0,0.0
ERIKA,0.0,1.0
ERIN,0.0472972972972973,0.9527027027027027
ERINN,0.0,1.0
ERLENE,0.0,1.0
ERLINDA,0.0,1.0
ERLINE,0.0,1.0
ERMA,0.0,1.0
ERMELINDA,0.0,1.0
ERMINIA,0.0,1.0
ERNA,0.0,1.0
ERNEST,1.0,0.0
ERNESTINA,0.0,1.0
ERNESTINE,0.0,1.0
ERNESTO,1.0,0.0
ERNIE,1.0,0.0
ERROL,1.0,0.0
ERVIN,1.0,0.0
ERWIN,1.0,0.0
ERYN,0.0,1.0
ESMERALDA,0.0,1.0
ESPERANZA,0.0,1.0
ESSIE,0.0,1.0
ESTA,0.0,1.0
ESTEBAN,1.0,0.0
ESTEFANA,0.0,1.0
ESTELA,0.0,1.0
ESTELL,0.0,1.0
ESTELLA,0.0,1.0
ESTELLE,0.0,1.0
ESTER,0.0,1.0
ESTHER,0.0,1.0
ESTRELLA,0.0,1.0
ETHA,0.0,1.0
ETHAN,1.0,0.0
ETHEL,0.0,1.0
ETHELENE,0.0,1.0
ETHELYN,0.0,1.0
ETHYL,0.0,1.0
ETSUKO,0.0,1.0
ETTA,0.0,1.0
ETTIE,0.0,1.0
EUFEMIA,0.0,1.0
EUGENA,0.0,1.0
EUGENE,0.9913793103448275,0.008620689655172414
EUGENIA,0.0,1.0
EUGENIE,0.0,1.0
EUGENIO,1.0,0.0
EULA,0.0,1.0
EULAH,0.0,1.0
EULALIA,0.0,1.0
EUN,0.0,1.0
EUNA,0.0,1.0
EUNICE,0.0,1.0
EURA,0.0,1.0
EUSEBIA,0.0,1.0
EUSEBIO,1.0,0.0
EUSTOLIA,0.0,1.0
EVA,0.0,1.0
EVALYN,0.0,1.0
EVAN,0.9545454545454546,0.045454545454545456
EVANGELINA,0.0,1.0
EVANGELINE,0.0,1.0
EVE,0.0,1.0
EVELIA,0.0,1.0
EVELIN,0.0,1.0
EVELINA,0.0,1.0
EVELINE,0.0,1.0
EVELYN,0.0,1.0
EVELYNE,0.0,1.0
EVELYNN,0.0,1.0
EVERETT,1.0,0.0
EVERETTE,1.0,0.0
EVETTE,0.0,1.0
EVIA,0.0,1.0
EVIE,0.0,1.0
EVITA,0.0,1.0
EVON,0.0,1.0
EVONNE,0.0,1.0
EWA,0.0,1.0
EXIE,0.0,1.0
EZEKIEL,1.0,0.0
EZEQUIEL,1.0,0.0
EZRA,1.0,0.0
FABIAN,1.0,0.0
FABIOLA,0.0,1.0
FAE,0.0,1.0
FAIRY,0.0,1.0
FAITH,0.0,1.0
FALLON,0.0,1.0
FANNIE,0.0,1.0
FANNY,0.0,1.0
FARAH,0.0,1.0
FARRAH,0.0,1.0
FATIMA,0.0,1.0
FATIMAH,0.0,1.0
FAUSTINA,0.0,1.0
FAUSTINO,1.0,0.0
FAUSTO,1.0,0.0
FAVIOLA,0.0,1.0
FAWN,0.0,1.0
FAY,0.0,1.0
FAYE,0.0,1.0
FE,0.0,1.0
FEDERICO,1.0,0.0
FELECIA,0.0,1.0
FELICA,0.0,1.0
FELICE,0.0,1.0
FELICIA,0.0,1.0
FELICIDAD,0.0,1.0
FELICITA,0.0,1.0
FELICITAS,0.0,1.0
FELIPA,0.0,1.0
FELIPE,1.0,0.0
FELISA,0.0,1.0
FELISHA,0.0,1.0
FELIX,1.0,0.0
FELTON,1.0,0.0
FERDINAND,1.0,0.0
FERMIN,1.0,0.0
FERMINA,0.0,1.0
FERN,0.0,1.0
FERNANDA,0.0,1.0
FERNANDE,0.0,1.0
FERNANDO,1.0,0.0
FERNE,0.0,1.0
FIDEL,1.0,0.0
FIDELA,0.0,1.0
FIDELIA,0.0,1.0
FILIBERTO,1.0,0.0
FILOMENA,0.0,1.0
FIONA,0.0,1.0
FLAVIA,0.0,1.0
FLETA,0.0,1.0
FLETCHER,1.0,0.0
FLO,0.0,1.0
FLOR,0.0,1.0
FLORA,0.0,1.0
FLORANCE,0.0,1.0
FLORENCE,0.0,1.0
FLORENCIA,0.0,1.0
FLORENCIO,1.0,0.0
FLORENE,0.0,1.0
FLORENTINA,0.0,1.0
FLORENTINO,1.0,0.0
FLORETTA,0.0,1.0
FLORIA,0.0,1.0
FLORIDA,0.0,1.0
FLORINDA,0.0,1.0
FLORINE,0.0,1.0
FLORRIE,0.0,1.0
FLOSSIE,0.0,1.0
FLOY,0.0,1.0
FLOYD,1.0,0.0
FONDA,0.0,1.0
FOREST,1.0,0.0
FORREST,1.0,0.0
FOSTER,1.0,0.0
FRAN,0.0,1.0
FRANCE,0.0,1.0
FRANCENE,0.0,1.0
FRANCES,0.013333333333333332,0.9866666666666666
FRANCESCA,0.0,1.0
FRANCESCO,1.0,0.0
FRANCHESCA,0.0,1.0
FRANCIE,0.0,1.0
FRANCINA,0.0,1.0
FRANCINE,0.0,1.0
FRANCIS,0.8040201005025126,0.19597989949748743
FRANCISCA,0.0,1.0
FRANCISCO,0.9841269841269841,0.015873015873015872
FRANCOISE,0.0,1.0
FRANK,0.9965694682675814,0.0034305317324185257
FRANKIE,0.5111111111111111,0.48888888888888893
FRANKLIN,1.0,0.0
FRANKLYN,1.0,0.0
FRANSISCA,0.0,1.0
FRED,0.996031746031746,0.003968253968253968
FREDA,0.0,1.0
FREDDA,0.0,1.0
FREDDIE,0.8679245283018868,0.1320754716981132
FREDDY,1.0,0.0
FREDERIC,1.0,0.0
FREDERICA,0.0,1.0
FREDERICK,1.0,0.0
FREDERICKA,0.0,1.0
FREDIA,0.0,1.0
FREDRIC,1.0,0.0
FREDRICK,1.0,0.0
FREDRICKA,0.0,1.0
FREEDA,0.0,1.0
FREEMAN,1.0,0.0
FREIDA,0.0,1.0
FRIDA,0.0,1.0
FRIEDA,0.0,1.0
FRITZ,1.0,0.0
FUMIKO,0.0,1.0
GABRIEL,0.9605263157894737,0.03947368421052632
GABRIELA,0.0,1.0
GABRIELE,0.0,1.0
GABRIELLA,0.0,1.0
GABRIELLE,0.0,1.0
GAIL,0.03973509933774835,0.9602649006622517
GALA,0.0,1.0
GALE,0.3333333333333333,0.6666666666666666
GALEN,1.0,0.0
GALINA,0.0,1.0
GARFIELD,1.0,0.0
GARLAND,1.0,0.0
GARNET,0.0,1.0
GARNETT,0.0,1.0
GARRET,1.0,0.0
GARRETT,1.0,0.0
GARRY,1.0,0.0
GARTH,1.0,0.0
GARY,0.9969325153374233,0.003067484662576687
GASTON,1.0,0.0
GAVIN,1.0,0.0
GAY,0.0,1.0
GAYE,0.0,1.0
GAYLA,0.0,1.0
GAYLE,0.08510638297872342,0.9148936170212766
GAYLENE,0.0,1.0
GAYLORD,1.0,0.0
GAYNELL,0.0,1.0
GAYNELLE,0.0,1.0
GEARLDINE,0.0,1.0
GEMA,0.0,1.0
GEMMA,0.0,1.0
GENA,0.0,1.0
GENARO,1.0,0.0
GENE,0.9456521739130435,0.05434782608695653
GENESIS,0.0,1.0
GENEVA,0.0,1.0
GENEVIE,0.0,1.0
GENEVIEVE,0.0,1.0
GENEVIVE,0.0,1.0
GENIA,0.0,1.0
GENIE,0.0,1.0
GENNA,0.0,1.0
GENNIE,0.0,1.0
GENNY,0.0,1.0
GENOVEVA,0.0,1.0
GEOFFREY,1.0,0.0
GEORGANN,0.0,1.0
GEORGE,0.9946351931330473,0.00536480686695279
GEORGEANN,0.0,1.0
GEORGEANNA,0.0,1.0
GEORGENE,0.0,1.0
GEORGETTA,0.0,1.0
GEORGETTE,0.0,1.0
GEORGIA,0.0,1.0
GEORGIANA,0.0,1.0
GEORGIANN,0.0,1.0
GEORGIANNA,0.0,1.0
GEORGIANNE,0.0,1.0
GEORGIE,0.0,1.0
GEORGINA,0.0,1.0
GEORGINE,0.0,1.0
GERALD,0.996774193548387,0.0032258064516129037
GERALDINE,0.0,1.0
GERALDO,1.0,0.0
GERALYN,0.0,1.0
GERARD,1.0,0.0
GERARDO,1.0,0.0
GERDA,0.0,1.0
GERI,0.0,1.0
GERMAINE,0.0,1.0
GERMAN,1.0,0.0
GERRI,0.0,1.0
GERRY,0.6875,0.3125
GERTHA,0.0,1.0
GERTIE,0.0,1.0
GERTRUD,0.0,1.0
GERTRUDE,0.0,1.0
GERTRUDIS,0.0,1.0
GERTUDE,0.0,1.0
GHISLAINE,0.0,1.0
GIA,0.0,1.0
GIANNA,0.0,1.0
GIDGET,0.0,1.0
GIGI,0.0,1.0
GIL,1.0,0.0
GILBERT,1.0,0.0
GILBERTE,0.0,1.0
GILBERTO,1.0,0.0
GILDA,0.0,1.0
GILLIAN,0.0,1.0
GILMA,0.0,1.0
GINA,0.0,1.0
GINETTE,0.0,1.0
GINGER,0.0,1.0
GINNY,0.0,1.0
GINO,1.0,0.0
GIOVANNA,0.0,1.0
GIOVANNI,1.0,0.0
GISELA,0.0,1.0
GISELE,0.0,1.0
GISELLE,0.0,1.0
GITA,0.0,1.0
GIUSEPPE,1.0,0.0
GIUSEPPINA,0.0,1.0
GLADIS,0.0,1.0
GLADY,0.0,1.0
GLADYS,0.0,1.0
GLAYDS,0.0,1.0
GLEN,1.0,0.0
GLENDA,0.0,1.0
GLENDORA,0.0,1.0
GLENN,0.9940476190476191,0.005952380952380954
GLENNA,0.0,1.0
GLENNIE,0.0,1.0
GLENNIS,0.0,1.0
GLINDA,0.0,1.0
GLORIA,0.0,1.0
GLORY,0.0,1.0
GLYNDA,0.0,1.0
GLYNIS,0.0,1.0
GOLDA,0.0,1.0
GOLDEN,0.0,1.0
GOLDIE,0.0,1.0
GONZALO,1.0,0.0
GORDON,1.0,0.0
GRACE,0.0,1.0
GRACIA,0.0,1.0
GRACIE,0.0,1.0
GRACIELA,0.0,1.0
GRADY,1.0,0.0
GRAHAM,1.0,0.0
GRAIG,1.0,0.0
GRANT,1.0,0.0
GRANVILLE,1.0,0.0
GRAYCE,0.0,1.0
GRAZYNA,0.0,1.0
GREG,1.0,0.0
GREGG,1.0,0.0
GREGORIA,0.0,1.0
GREGORIO,1.0,0.0
GREGORY,0.9977375565610861,0.002262443438914028
GRETA,0.0,1.0
GRETCHEN,0.0,1.0
GRETTA,0.0,1.0
GRICELDA,0.0,1.0
GRISEL,0.0,1.0
GRISELDA,0.0,1.0
GROVER,1.0,0.0
GUADALUPE,0.3058823529411765,0.6941176470588235
GUDRUN,0.0,1.0
GUILLERMINA,0.0,1.0
GUILLERMO,1.0,0.0
GUS,1.0,0.0
GUSSIE,0.0,1.0
GUSTAVO,1.0,0.0
GUY,1.0,0.0
GWEN,0.0,1.0
GWENDA,0.0,1.0
GWENDOLYN,0.0,1.0
GWENN,0.0,1.0
GWYN,0.0,1.0
GWYNETH,0.0,1.0
HA,0.0,1.0
HAE,0.0,1.0
HAI,1.0,0.0
HAILEY,0.0,1.0
HAL,1.0,0.0
HALEY,0.0,1.0
HALINA,0.0,1.0
HALLEY,0.0,1.0
HALLIE,0.0,1.0
HAN,0.0,1.0
